program	table	dictionary	column	role	grain
AMP-PD	Caffeine_history.csv	pdrd/Caffeine_history_dictionary.csv	participant_id	key	visit
AMP-PD	Caffeine_history.csv	pdrd/Caffeine_history_dictionary.csv	GUID	key	visit
AMP-PD	Caffeine_history.csv	pdrd/Caffeine_history_dictionary.csv	visit_name	key	visit
AMP-PD	Caffeine_history.csv	pdrd/Caffeine_history_dictionary.csv	visit_month	key	visit
AMP-PD	Caffeine_history.csv	pdrd/Caffeine_history_dictionary.csv	caff_drinks_ever_used_regularly	data	visit
AMP-PD	Caffeine_history.csv	pdrd/Caffeine_history_dictionary.csv	caff_drinks_current_use	data	visit
AMP-PD	DTI.csv	pdrd/DTI_dictionary.csv	participant_id	key	visit
AMP-PD	DTI.csv	pdrd/DTI_dictionary.csv	GUID	key	visit
AMP-PD	DTI.csv	pdrd/DTI_dictionary.csv	visit_name	key	visit
AMP-PD	DTI.csv	pdrd/DTI_dictionary.csv	visit_month	key	visit
AMP-PD	DTI.csv	pdrd/DTI_dictionary.csv	dti_brain_tissue	data	visit
AMP-PD	DTI.csv	pdrd/DTI_dictionary.csv	roi1_left_rostral	data	visit
AMP-PD	DTI.csv	pdrd/DTI_dictionary.csv	roi2_left_middle	data	visit
AMP-PD	DTI.csv	pdrd/DTI_dictionary.csv	roi3_left_caudal	data	visit
AMP-PD	DTI.csv	pdrd/DTI_dictionary.csv	roi4_right_rostral	data	visit
AMP-PD	DTI.csv	pdrd/DTI_dictionary.csv	roi5_right_middle	data	visit
AMP-PD	DTI.csv	pdrd/DTI_dictionary.csv	roi6_right_caudal	data	visit
AMP-PD	DTI.csv	pdrd/DTI_dictionary.csv	ref1_left_reference	data	visit
AMP-PD	DTI.csv	pdrd/DTI_dictionary.csv	ref2_right_reference	data	visit
AMP-PD	DaTSCAN_SBR.csv	pdrd/DaTSCAN_SBR_dictionary.csv	participant_id	key	visit
AMP-PD	DaTSCAN_SBR.csv	pdrd/DaTSCAN_SBR_dictionary.csv	GUID	key	visit
AMP-PD	DaTSCAN_SBR.csv	pdrd/DaTSCAN_SBR_dictionary.csv	visit_name	key	visit
AMP-PD	DaTSCAN_SBR.csv	pdrd/DaTSCAN_SBR_dictionary.csv	visit_month	key	visit
AMP-PD	DaTSCAN_SBR.csv	pdrd/DaTSCAN_SBR_dictionary.csv	sbr_caudate_r	data	visit
AMP-PD	DaTSCAN_SBR.csv	pdrd/DaTSCAN_SBR_dictionary.csv	sbr_caudate_l	data	visit
AMP-PD	DaTSCAN_SBR.csv	pdrd/DaTSCAN_SBR_dictionary.csv	sbr_putamen_r	data	visit
AMP-PD	DaTSCAN_SBR.csv	pdrd/DaTSCAN_SBR_dictionary.csv	sbr_putamen_l	data	visit
AMP-PD	DaTSCAN_visual_interpretation.csv	pdrd/DaTSCAN_visual_interpretation_dictionary.csv	participant_id	key	visit
AMP-PD	DaTSCAN_visual_interpretation.csv	pdrd/DaTSCAN_visual_interpretation_dictionary.csv	GUID	key	visit
AMP-PD	DaTSCAN_visual_interpretation.csv	pdrd/DaTSCAN_visual_interpretation_dictionary.csv	visit_name	key	visit
AMP-PD	DaTSCAN_visual_interpretation.csv	pdrd/DaTSCAN_visual_interpretation_dictionary.csv	visit_month	key	visit
AMP-PD	DaTSCAN_visual_interpretation.csv	pdrd/DaTSCAN_visual_interpretation_dictionary.csv	scan_months_after_baseline	data	visit
AMP-PD	DaTSCAN_visual_interpretation.csv	pdrd/DaTSCAN_visual_interpretation_dictionary.csv	datscan_visual_interpretation	data	visit
AMP-PD	Demographics.csv	pdrd/Demographics_dictionary.csv	participant_id	key	visit
AMP-PD	Demographics.csv	pdrd/Demographics_dictionary.csv	GUID	key	visit
AMP-PD	Demographics.csv	pdrd/Demographics_dictionary.csv	visit_name	key	visit
AMP-PD	Demographics.csv	pdrd/Demographics_dictionary.csv	visit_month	key	visit
AMP-PD	Demographics.csv	pdrd/Demographics_dictionary.csv	age_at_baseline	data	visit
AMP-PD	Demographics.csv	pdrd/Demographics_dictionary.csv	sex	data	visit
AMP-PD	Demographics.csv	pdrd/Demographics_dictionary.csv	ethnicity	data	visit
AMP-PD	Demographics.csv	pdrd/Demographics_dictionary.csv	race	data	visit
AMP-PD	Demographics.csv	pdrd/Demographics_dictionary.csv	education_level_years	data	visit
AMP-AD	DiverseCohorts_DataDictionary.pdf	ad/DiverseCohorts_parsed_dictionary.tsv	individualID	key	subject
AMP-AD	DiverseCohorts_DataDictionary.pdf	ad/DiverseCohorts_parsed_dictionary.tsv	cohort	data	subject
AMP-AD	DiverseCohorts_DataDictionary.pdf	ad/DiverseCohorts_parsed_dictionary.tsv	sex	data	subject
AMP-AD	DiverseCohorts_DataDictionary.pdf	ad/DiverseCohorts_parsed_dictionary.tsv	race	data	subject
AMP-AD	DiverseCohorts_DataDictionary.pdf	ad/DiverseCohorts_parsed_dictionary.tsv	isHispanic	data	subject
AMP-AD	DiverseCohorts_DataDictionary.pdf	ad/DiverseCohorts_parsed_dictionary.tsv	ageDeath	data	subject
AMP-AD	DiverseCohorts_DataDictionary.pdf	ad/DiverseCohorts_parsed_dictionary.tsv	pmi	data	subject
AMP-AD	DiverseCohorts_DataDictionary.pdf	ad/DiverseCohorts_parsed_dictionary.tsv	apoeGenotype	data	subject
AMP-AD	DiverseCohorts_DataDictionary.pdf	ad/DiverseCohorts_parsed_dictionary.tsv	amyThal	data	subject
AMP-AD	DiverseCohorts_DataDictionary.pdf	ad/DiverseCohorts_parsed_dictionary.tsv	amyA	data	subject
AMP-AD	DiverseCohorts_DataDictionary.pdf	ad/DiverseCohorts_parsed_dictionary.tsv	amyCerad	data	subject
AMP-AD	DiverseCohorts_DataDictionary.pdf	ad/DiverseCohorts_parsed_dictionary.tsv	amyAny	data	subject
AMP-AD	DiverseCohorts_DataDictionary.pdf	ad/DiverseCohorts_parsed_dictionary.tsv	Braak	data	subject
AMP-AD	DiverseCohorts_DataDictionary.pdf	ad/DiverseCohorts_parsed_dictionary.tsv	bScore	data	subject
AMP-AD	DiverseCohorts_DataDictionary.pdf	ad/DiverseCohorts_parsed_dictionary.tsv	ADoutcome	data	subject
AMP-AD	DiverseCohorts_DataDictionary.pdf	ad/DiverseCohorts_parsed_dictionary.tsv	mayoDx	data	subject
AMP-AD	DiverseCohorts_DataDictionary_ExtNeuropath.pdf	ad/DiverseCohorts_parsed_dictionary.tsv	individualID	key	subject
AMP-AD	DiverseCohorts_DataDictionary_ExtNeuropath.pdf	ad/DiverseCohorts_parsed_dictionary.tsv	cohort	data	subject
AMP-AD	DiverseCohorts_DataDictionary_ExtNeuropath.pdf	ad/DiverseCohorts_parsed_dictionary.tsv	LEWY_full	data	subject
AMP-AD	DiverseCohorts_DataDictionary_ExtNeuropath.pdf	ad/DiverseCohorts_parsed_dictionary.tsv	LEWY_grp	data	subject
AMP-AD	DiverseCohorts_DataDictionary_ExtNeuropath.pdf	ad/DiverseCohorts_parsed_dictionary.tsv	LEWY_ANY	data	subject
AMP-AD	DiverseCohorts_DataDictionary_ExtNeuropath.pdf	ad/DiverseCohorts_parsed_dictionary.tsv	INFA	data	subject
AMP-AD	DiverseCohorts_DataDictionary_ExtNeuropath.pdf	ad/DiverseCohorts_parsed_dictionary.tsv	HEMOR	data	subject
AMP-AD	DiverseCohorts_DataDictionary_ExtNeuropath.pdf	ad/DiverseCohorts_parsed_dictionary.tsv	MICR	data	subject
AMP-AD	DiverseCohorts_DataDictionary_ExtNeuropath.pdf	ad/DiverseCohorts_parsed_dictionary.tsv	WMR	data	subject
AMP-AD	DiverseCohorts_DataDictionary_ExtNeuropath.pdf	ad/DiverseCohorts_parsed_dictionary.tsv	WBVD	data	subject
AMP-AD	DiverseCohorts_DataDictionary_ExtNeuropath.pdf	ad/DiverseCohorts_parsed_dictionary.tsv	HS_L	data	subject
AMP-AD	DiverseCohorts_DataDictionary_ExtNeuropath.pdf	ad/DiverseCohorts_parsed_dictionary.tsv	HS_S	data	subject
AMP-AD	DiverseCohorts_DataDictionary_ExtNeuropath.pdf	ad/DiverseCohorts_parsed_dictionary.tsv	TDP_3	data	subject
AMP-AD	DiverseCohorts_DataDictionary_ExtNeuropath.pdf	ad/DiverseCohorts_parsed_dictionary.tsv	TDP_5	data	subject
AMP-AD	DiverseCohorts_DataDictionary_ExtNeuropath.pdf	ad/DiverseCohorts_parsed_dictionary.tsv	CVD_ATH	data	subject
AMP-AD	DiverseCohorts_DataDictionary_ExtNeuropath.pdf	ad/DiverseCohorts_parsed_dictionary.tsv	CVD_ATH_ANY	data	subject
AMP-AD	DiverseCohorts_DataDictionary_ExtNeuropath.pdf	ad/DiverseCohorts_parsed_dictionary.tsv	CVD_ART	data	subject
AMP-AD	DiverseCohorts_DataDictionary_ExtNeuropath.pdf	ad/DiverseCohorts_parsed_dictionary.tsv	CVD_ART_ANY	data	subject
AMP-AD	DiverseCohorts_DataDictionary_ExtNeuropath.pdf	ad/DiverseCohorts_parsed_dictionary.tsv	CVD_CAA	data	subject
AMP-AD	DiverseCohorts_DataDictionary_ExtNeuropath.pdf	ad/DiverseCohorts_parsed_dictionary.tsv	BRAINWT	data	subject
AMP-AD	DiverseCohorts_DataDictionary_ExtNeuropath.pdf	ad/DiverseCohorts_parsed_dictionary.tsv	Lacunes_MSSM	data	subject
AMP-AD	DiverseCohorts_DataDictionary_ExtNeuropath.pdf	ad/DiverseCohorts_parsed_dictionary.tsv	BrodmannArea	data	subject
AMP-PD	Enrollment.csv	pdrd/Enrollment_dictionary.csv	participant_id	key	visit
AMP-PD	Enrollment.csv	pdrd/Enrollment_dictionary.csv	GUID	key	visit
AMP-PD	Enrollment.csv	pdrd/Enrollment_dictionary.csv	visit_name	key	visit
AMP-PD	Enrollment.csv	pdrd/Enrollment_dictionary.csv	visit_month	key	visit
AMP-PD	Enrollment.csv	pdrd/Enrollment_dictionary.csv	enrollment_months_after_baseline	data	visit
AMP-PD	Enrollment.csv	pdrd/Enrollment_dictionary.csv	informed_consent_months_after_baseline	data	visit
AMP-PD	Epworth_Sleepiness_Scale.csv	pdrd/Epworth_Sleepiness_Scale_dictionary.csv	participant_id	key	visit
AMP-PD	Epworth_Sleepiness_Scale.csv	pdrd/Epworth_Sleepiness_Scale_dictionary.csv	GUID	key	visit
AMP-PD	Epworth_Sleepiness_Scale.csv	pdrd/Epworth_Sleepiness_Scale_dictionary.csv	visit_name	key	visit
AMP-PD	Epworth_Sleepiness_Scale.csv	pdrd/Epworth_Sleepiness_Scale_dictionary.csv	visit_month	key	visit
AMP-PD	Epworth_Sleepiness_Scale.csv	pdrd/Epworth_Sleepiness_Scale_dictionary.csv	ess_info_source	data	visit
AMP-PD	Epworth_Sleepiness_Scale.csv	pdrd/Epworth_Sleepiness_Scale_dictionary.csv	code_ess0101_sitting_and_reading	data	visit
AMP-PD	Epworth_Sleepiness_Scale.csv	pdrd/Epworth_Sleepiness_Scale_dictionary.csv	code_ess0102_watching_tv	data	visit
AMP-PD	Epworth_Sleepiness_Scale.csv	pdrd/Epworth_Sleepiness_Scale_dictionary.csv	code_ess0103_sitting_inactive_in_public_place	data	visit
AMP-PD	Epworth_Sleepiness_Scale.csv	pdrd/Epworth_Sleepiness_Scale_dictionary.csv	code_ess0104_passenger_in_car_for_hour	data	visit
AMP-PD	Epworth_Sleepiness_Scale.csv	pdrd/Epworth_Sleepiness_Scale_dictionary.csv	code_ess0105_lying_down_to_rest_in_afternoon	data	visit
AMP-PD	Epworth_Sleepiness_Scale.csv	pdrd/Epworth_Sleepiness_Scale_dictionary.csv	code_ess0106_sitting_and_talking_to_someone	data	visit
AMP-PD	Epworth_Sleepiness_Scale.csv	pdrd/Epworth_Sleepiness_Scale_dictionary.csv	code_ess0107_sitting_after_lunch	data	visit
AMP-PD	Epworth_Sleepiness_Scale.csv	pdrd/Epworth_Sleepiness_Scale_dictionary.csv	code_ess0108_car_stopped_in_traffic	data	visit
AMP-PD	Epworth_Sleepiness_Scale.csv	pdrd/Epworth_Sleepiness_Scale_dictionary.csv	ess0101_sitting_and_reading	data	visit
AMP-PD	Epworth_Sleepiness_Scale.csv	pdrd/Epworth_Sleepiness_Scale_dictionary.csv	ess0102_watching_tv	data	visit
AMP-PD	Epworth_Sleepiness_Scale.csv	pdrd/Epworth_Sleepiness_Scale_dictionary.csv	ess0103_sitting_inactive_in_public_place	data	visit
AMP-PD	Epworth_Sleepiness_Scale.csv	pdrd/Epworth_Sleepiness_Scale_dictionary.csv	ess0104_passenger_in_car_for_hour	data	visit
AMP-PD	Epworth_Sleepiness_Scale.csv	pdrd/Epworth_Sleepiness_Scale_dictionary.csv	ess0105_lying_down_to_rest_in_afternoon	data	visit
AMP-PD	Epworth_Sleepiness_Scale.csv	pdrd/Epworth_Sleepiness_Scale_dictionary.csv	ess0106_sitting_and_talking_to_someone	data	visit
AMP-PD	Epworth_Sleepiness_Scale.csv	pdrd/Epworth_Sleepiness_Scale_dictionary.csv	ess0107_sitting_after_lunch	data	visit
AMP-PD	Epworth_Sleepiness_Scale.csv	pdrd/Epworth_Sleepiness_Scale_dictionary.csv	ess0108_car_stopped_in_traffic	data	visit
AMP-PD	Epworth_Sleepiness_Scale.csv	pdrd/Epworth_Sleepiness_Scale_dictionary.csv	ess_summary_score	data	visit
AMP-PD	Family_History_PD.csv	pdrd/Family_History_PD_dictionary.csv	participant_id	key	visit
AMP-PD	Family_History_PD.csv	pdrd/Family_History_PD_dictionary.csv	GUID	key	visit
AMP-PD	Family_History_PD.csv	pdrd/Family_History_PD_dictionary.csv	visit_name	key	visit
AMP-PD	Family_History_PD.csv	pdrd/Family_History_PD_dictionary.csv	visit_month	key	visit
AMP-PD	Family_History_PD.csv	pdrd/Family_History_PD_dictionary.csv	biological_mother_with_pd	data	visit
AMP-PD	Family_History_PD.csv	pdrd/Family_History_PD_dictionary.csv	biological_father_with_pd	data	visit
AMP-PD	Family_History_PD.csv	pdrd/Family_History_PD_dictionary.csv	other_relative_with_pd	data	visit
AMP-PD	LBD_Cohort_Clinical_Data.csv	pdrd/LBD_Cohort_Clinical_Data_dictionary.csv	participant_id	key	visit
AMP-PD	LBD_Cohort_Clinical_Data.csv	pdrd/LBD_Cohort_Clinical_Data_dictionary.csv	GUID	key	visit
AMP-PD	LBD_Cohort_Clinical_Data.csv	pdrd/LBD_Cohort_Clinical_Data_dictionary.csv	visit_name	key	visit
AMP-PD	LBD_Cohort_Clinical_Data.csv	pdrd/LBD_Cohort_Clinical_Data_dictionary.csv	visit_month	key	visit
AMP-PD	LBD_Cohort_Clinical_Data.csv	pdrd/LBD_Cohort_Clinical_Data_dictionary.csv	pres_symptom	data	visit
AMP-PD	LBD_Cohort_Clinical_Data.csv	pdrd/LBD_Cohort_Clinical_Data_dictionary.csv	fluc_cogn	data	visit
AMP-PD	LBD_Cohort_Clinical_Data.csv	pdrd/LBD_Cohort_Clinical_Data_dictionary.csv	vis_halluc	data	visit
AMP-PD	LBD_Cohort_Clinical_Data.csv	pdrd/LBD_Cohort_Clinical_Data_dictionary.csv	rbd	data	visit
AMP-PD	LBD_Cohort_Clinical_Data.csv	pdrd/LBD_Cohort_Clinical_Data_dictionary.csv	parkinsonism	data	visit
AMP-PD	LBD_Cohort_Clinical_Data.csv	pdrd/LBD_Cohort_Clinical_Data_dictionary.csv	neurolep_sens	data	visit
AMP-PD	LBD_Cohort_Clinical_Data.csv	pdrd/LBD_Cohort_Clinical_Data_dictionary.csv	psychosis	data	visit
AMP-PD	LBD_Cohort_Clinical_Data.csv	pdrd/LBD_Cohort_Clinical_Data_dictionary.csv	mood_dis	data	visit
AMP-PD	LBD_Cohort_Clinical_Data.csv	pdrd/LBD_Cohort_Clinical_Data_dictionary.csv	auton_dys	data	visit
AMP-PD	LBD_Cohort_Clinical_Data.csv	pdrd/LBD_Cohort_Clinical_Data_dictionary.csv	dat	data	visit
AMP-PD	LBD_Cohort_Clinical_Data.csv	pdrd/LBD_Cohort_Clinical_Data_dictionary.csv	spect_pet_perf	data	visit
AMP-PD	LBD_Cohort_Clinical_Data.csv	pdrd/LBD_Cohort_Clinical_Data_dictionary.csv	exec_dys	data	visit
AMP-PD	LBD_Cohort_Clinical_Data.csv	pdrd/LBD_Cohort_Clinical_Data_dictionary.csv	memory_loss	data	visit
AMP-PD	LBD_Cohort_Clinical_Data.csv	pdrd/LBD_Cohort_Clinical_Data_dictionary.csv	mmse	data	visit
AMP-PD	LBD_Cohort_Clinical_Data.csv	pdrd/LBD_Cohort_Clinical_Data_dictionary.csv	anosmia	data	visit
AMP-PD	LBD_Cohort_Clinical_Data.csv	pdrd/LBD_Cohort_Clinical_Data_dictionary.csv	smell_detail	data	visit
AMP-PD	LBD_Cohort_Clinical_Data.csv	pdrd/LBD_Cohort_Clinical_Data_dictionary.csv	genetic	data	visit
AMP-PD	LBD_Cohort_Path_Data.csv	pdrd/LBD_Cohort_Path_Data_dictionary.csv	participant_id	key	visit
AMP-PD	LBD_Cohort_Path_Data.csv	pdrd/LBD_Cohort_Path_Data_dictionary.csv	GUID	key	visit
AMP-PD	LBD_Cohort_Path_Data.csv	pdrd/LBD_Cohort_Path_Data_dictionary.csv	visit_name	key	visit
AMP-PD	LBD_Cohort_Path_Data.csv	pdrd/LBD_Cohort_Path_Data_dictionary.csv	visit_month	key	visit
AMP-PD	LBD_Cohort_Path_Data.csv	pdrd/LBD_Cohort_Path_Data_dictionary.csv	path_cerad	data	visit
AMP-PD	LBD_Cohort_Path_Data.csv	pdrd/LBD_Cohort_Path_Data_dictionary.csv	path_braak_nft	data	visit
AMP-PD	LBD_Cohort_Path_Data.csv	pdrd/LBD_Cohort_Path_Data_dictionary.csv	path_braak_lb	data	visit
AMP-PD	LBD_Cohort_Path_Data.csv	pdrd/LBD_Cohort_Path_Data_dictionary.csv	path_dlb_prob	data	visit
AMP-PD	MDS_UPDRS_Part_I.csv	pdrd/MDS_UPDRS_Part_I_dictionary.csv	participant_id	key	visit
AMP-PD	MDS_UPDRS_Part_I.csv	pdrd/MDS_UPDRS_Part_I_dictionary.csv	GUID	key	visit
AMP-PD	MDS_UPDRS_Part_I.csv	pdrd/MDS_UPDRS_Part_I_dictionary.csv	visit_name	key	visit
AMP-PD	MDS_UPDRS_Part_I.csv	pdrd/MDS_UPDRS_Part_I_dictionary.csv	visit_month	key	visit
AMP-PD	MDS_UPDRS_Part_I.csv	pdrd/MDS_UPDRS_Part_I_dictionary.csv	mds_updrs_part_i_primary_info_source	data	visit
AMP-PD	MDS_UPDRS_Part_I.csv	pdrd/MDS_UPDRS_Part_I_dictionary.csv	code_upd2101_cognitive_impairment	data	visit
AMP-PD	MDS_UPDRS_Part_I.csv	pdrd/MDS_UPDRS_Part_I_dictionary.csv	code_upd2102_hallucinations_and_psychosis	data	visit
AMP-PD	MDS_UPDRS_Part_I.csv	pdrd/MDS_UPDRS_Part_I_dictionary.csv	code_upd2103_depressed_mood	data	visit
AMP-PD	MDS_UPDRS_Part_I.csv	pdrd/MDS_UPDRS_Part_I_dictionary.csv	code_upd2104_anxious_mood	data	visit
AMP-PD	MDS_UPDRS_Part_I.csv	pdrd/MDS_UPDRS_Part_I_dictionary.csv	code_upd2105_apathy	data	visit
AMP-PD	MDS_UPDRS_Part_I.csv	pdrd/MDS_UPDRS_Part_I_dictionary.csv	code_upd2106_dopamine_dysregulation_syndrome_features	data	visit
AMP-PD	MDS_UPDRS_Part_I.csv	pdrd/MDS_UPDRS_Part_I_dictionary.csv	upd2101_cognitive_impairment	data	visit
AMP-PD	MDS_UPDRS_Part_I.csv	pdrd/MDS_UPDRS_Part_I_dictionary.csv	upd2102_hallucinations_and_psychosis	data	visit
AMP-PD	MDS_UPDRS_Part_I.csv	pdrd/MDS_UPDRS_Part_I_dictionary.csv	upd2103_depressed_mood	data	visit
AMP-PD	MDS_UPDRS_Part_I.csv	pdrd/MDS_UPDRS_Part_I_dictionary.csv	upd2104_anxious_mood	data	visit
AMP-PD	MDS_UPDRS_Part_I.csv	pdrd/MDS_UPDRS_Part_I_dictionary.csv	upd2105_apathy	data	visit
AMP-PD	MDS_UPDRS_Part_I.csv	pdrd/MDS_UPDRS_Part_I_dictionary.csv	upd2106_dopamine_dysregulation_syndrome_features	data	visit
AMP-PD	MDS_UPDRS_Part_I.csv	pdrd/MDS_UPDRS_Part_I_dictionary.csv	mds_updrs_part_i_sub_score	data	visit
AMP-PD	MDS_UPDRS_Part_I.csv	pdrd/MDS_UPDRS_Part_I_dictionary.csv	mds_updrs_part_i_pat_quest_primary_info_source	data	visit
AMP-PD	MDS_UPDRS_Part_I.csv	pdrd/MDS_UPDRS_Part_I_dictionary.csv	code_upd2107_pat_quest_sleep_problems	data	visit
AMP-PD	MDS_UPDRS_Part_I.csv	pdrd/MDS_UPDRS_Part_I_dictionary.csv	code_upd2108_pat_quest_daytime_sleepiness	data	visit
AMP-PD	MDS_UPDRS_Part_I.csv	pdrd/MDS_UPDRS_Part_I_dictionary.csv	code_upd2109_pat_quest_pain_and_other_sensations	data	visit
AMP-PD	MDS_UPDRS_Part_I.csv	pdrd/MDS_UPDRS_Part_I_dictionary.csv	code_upd2110_pat_quest_urinary_problems	data	visit
AMP-PD	MDS_UPDRS_Part_I.csv	pdrd/MDS_UPDRS_Part_I_dictionary.csv	code_upd2111_pat_quest_constipation_problems	data	visit
