concept_id	concept_name	domain_id	vocabulary_id	concept_class_id	standard_concept	concept_code	valid_start_date	valid_end_date	invalid_reason
42528933	Trial enrollment date	Observation	LOINC	Clinical Observation	S	82778-2	2017-02-21	2099-12-31	
42528934	Participant identifier	Observation	LOINC	Clinical Observation	S	82787-3	2017-02-21	2099-12-31	
42531079	Needs assistance	Meas Value	LOINC	Answer	S	LA26596-9	1970-01-01	2099-12-31	
42537141	Impaired executive functioning	Condition	SNOMED	Clinical Finding	S	736317001	2018-01-31	2099-12-31	
42537789	Fetal blood specimen	Specimen	SNOMED	Specimen	S	737357006	2018-01-31	2099-12-31	
42537871	Blood smear specimen	Specimen	SNOMED	Specimen	S	737535000	2018-01-31	2099-12-31	
42628334	Post mortem	Observation	CPT4	CPT4 Modifier	S	PM	2017-05-08	2099-12-31	
42689795	Injury whilst sleeping	Condition	SNOMED	Disorder	S	1068421000000100	2017-04-01	2099-12-31	
42710046	Cramp in lower leg	Condition	SNOMED	Clinical Finding	S	449918009	2012-01-31	2099-12-31	
42739580	Multiple Procedures	Observation	CPT4	CPT4 Modifier	S	51	1970-01-01	2099-12-31	
42739591	Repeat Procedure or Service by Same Physician or Other Qualified Health Care Professional	Procedure	CPT4	CPT4 Modifier	S	76	1970-01-01	2099-12-31	
42739976	Repeat clinical diagnostic laboratory test	Measurement	CPT4	CPT4 Modifier	S	91	1970-01-01	2099-12-31	
42869860	Total score [MMSE]	Observation	LOINC	Survey	S	72106-8	2012-09-14	2099-12-31	
42869861	Mini-Mental State Examination [MMSE]	Observation	LOINC	Survey	S	72107-6	2012-09-14	2099-12-31	
42870053	I have trouble getting around in public places in the past 7 days [FACIT]	Observation	LOINC	Survey	S	71109-3	2012-03-15	2099-12-31	
42872633	Biopsy of lesion of skin of neck	Procedure	SNOMED	Procedure	S	450624004	2012-07-31	2099-12-31	
42872634	Biopsy of lesion of skin of head	Procedure	SNOMED	Procedure	S	450625003	2012-07-31	2099-12-31	
43054876	Montreal Cognitive Assessment [MoCA]	Observation	LOINC	Survey	S	72133-2	2012-12-28	2099-12-31	
43054909	Tobacco smoking status	Observation	LOINC	Clinical Observation	S	72166-2	2012-12-28	2099-12-31	
43054915	Total score [MoCA]	Observation	LOINC	Survey	S	72172-0	2012-12-28	2099-12-31	
43528862	Are you currently prescribed medications and/or receiving treatment for Parkinson's disease?	Observation	PPI	Question	S	NervousSystem_RxMedsforParkinsonsDisease	2022-04-07	2099-12-31	
43528875	Are you currently prescribed medications and/or receiving treatment for sleep apnea?	Observation	PPI	Question	S	Respiratory_RxMedsforSleepApnea	2022-04-07	2099-12-31	
43530525	About how old were you when you were first told you had dementia (includes Alzheimer's, vascular, etc.)?	Observation	PPI	Question	S	NervousSystem_HowOldWereYouDementia	2022-04-07	2099-12-31	
43530536	About how old were you when you were first told you had Parkinson's disease?	Observation	PPI	Question	S	NervousSystem_HowOldWereYouParkinsonsDisease	2022-04-07	2099-12-31	
43534097	Specimen source [Identifier] of Synovial fluid	Measurement	LOINC	Lab Test	S	72923-6	2013-01-25	2099-12-31	
44782422	Dementia due to Parkinson's disease	Condition	SNOMED	Disorder	S	101421000119107	2014-01-31	2099-12-31	
44783492	Structure of anatomical compartment	Spec Anatomic Site	SNOMED	Body Structure	S	699590003	2014-01-31	2099-12-31	
44786481	Documentation that patient is a current tobacco user	Observation	HCPCS	HCPCS	S	G9276	2014-01-01	2099-12-31	
44786599	Post mortem	Observation	HCPCS	HCPCS Modifier	S	PM	2014-01-01	2099-12-31	
44786669	Lifetime tobacco use	Observation	LOINC	Clinical Observation	S	74011-8	2013-08-05	2099-12-31	
44786670	Number of years alcohol consumed [Time]	Observation	LOINC	Clinical Observation	S	74012-6	2013-07-23	2099-12-31	
44788656	Problem link	Relationship	SNOMED	Linkage Assertion	S	181311000000101	2005-07-31	2099-12-31	
44791422	Specimen analysis	Procedure	SNOMED	Procedure	S	285141000000102	2007-04-02	2099-12-31	
44792078	Patient registration data verified	Observation	SNOMED	Clinical Finding	S	314191000000103	2008-04-01	2099-12-31	
44797771	Clinical Outcomes in Routine Evaluation Outcome Measure	Measurement	SNOMED	Staging / Scales	S	312971000000109	2008-04-01	2099-12-31	
44803831	Data	Observation	SNOMED	Qualifier Value	S	722991000000101	2010-10-01	2099-12-31	
44803907	Research project	Observation	SNOMED	Qualifier Value	S	723331000000105	2010-10-01	2099-12-31	
44803968	Ethnicity	Observation	SNOMED	Qualifier Value	S	723621000000103	2010-10-01	2099-12-31	
44804112	Questionnaire	Observation	SNOMED	Qualifier Value	S	719091000000102	2010-10-01	2099-12-31	
44804212	Case control study	Observation	SNOMED	Qualifier Value	S	719561000000104	2010-10-01	2099-12-31	
44804279	Data analysis	Observation	SNOMED	Qualifier Value	S	719641000000101	2010-10-01	2099-12-31	
44806420	Estimation of glomerular filtration rate	Measurement	SNOMED	Procedure	S	791801000000102	2011-10-03	2099-12-31	
44806863	Cell sample	Specimen	SNOMED	Specimen	S	803291000000106	2011-10-03	2099-12-31	
44808037	Gene expression assay	Procedure	SNOMED	Procedure	S	827951000000109	2012-04-01	2099-12-31	
44808076	Whole blood specimen with heparin	Specimen	SNOMED	Specimen	S	838971000000104	2012-10-01	2099-12-31	
44808077	Whole blood specimen with fluoride oxalate	Specimen	SNOMED	Specimen	S	838981000000102	2012-10-01	2099-12-31	
44808078	Whole blood specimen with perchlorate	Specimen	SNOMED	Specimen	S	838991000000100	2012-10-01	2099-12-31	
44808081	Post mortem sample	Observation	SNOMED	Clinical Finding	S	839021000000109	2012-10-01	2099-12-31	
44808183	Post mortem specimen collection	Procedure	SNOMED	Procedure	S	839481000000102	2012-10-01	2099-12-31	
44808666	Montreal cognitive assessment	Measurement	SNOMED	Staging / Scales	S	859351000000102	2013-04-01	2099-12-31	
44808819	Sterile defibrinated blood specimen	Specimen	SNOMED	Specimen	S	842471000000105	2012-10-01	2099-12-31	
44809105	Referral to Parkinson's service	Observation	SNOMED	Procedure	S	862081000000106	2013-04-01	2099-12-31	
44809997	Psoriasis area and severity index	Measurement	SNOMED	Staging / Scales	S	866311000000102	2013-04-01	2099-12-31	
44810921	Research study follow-up	Observation	SNOMED	Procedure	S	871421000000100	2013-04-01	2099-12-31	
44816633	Health data repository [Identifier]	Observation	LOINC	Clinical Observation	S	74735-2	2014-05-27	2099-12-31	
44818756	Has specimen (SNOMED)	Metadata	Relationship	Relationship		OMOP generated	1970-01-01	2099-12-31	
44818775	Has specimen procedure (SNOMED)	Metadata	Relationship	Relationship		OMOP generated	1970-01-01	2099-12-31	
44818854	Specimen of (SNOMED)	Metadata	Relationship	Relationship		OMOP generated	1970-01-01	2099-12-31	
44818873	Specimen procedure of (SNOMED)	Metadata	Relationship	Relationship		OMOP generated	1970-01-01	2099-12-31	
45766301	Arterial cord blood specimen	Specimen	SNOMED	Specimen	S	703430008	2014-07-31	2099-12-31	
45766302	Venous cord blood specimen	Specimen	SNOMED	Specimen	S	703431007	2014-07-31	2099-12-31	
45770404	Pre-assessment questionnaire completed	Observation	SNOMED	Context-dependent	S	927941000000103	2014-10-01	2099-12-31	
45770633	No family history of Parkinson's disease	Observation	SNOMED	Context-dependent	S	932441000000109	2014-10-01	2099-12-31	
45770695	Everyday Cognition questionnaire completed	Observation	SNOMED	Clinical Finding	S	934111000000106	2014-10-01	2099-12-31	
45771438	Lack of family support	Observation	SNOMED	Clinical Finding	S	704489009	2015-01-31	2099-12-31	
45773156	Specimen source	Observation	SNOMED	Observable Entity	S	703065002	2014-07-31	2099-12-31	
45875957	Documents panels	Observation	LOINC	LOINC Class	C	PANEL.DOC	1970-01-01	2099-12-31	
45876867	Positive response to neuroleptics	Meas Value	LOINC	Answer	S	LA14927-0	1970-01-01	2099-12-31	
45877115	Difficulty with buttons/zippers	Meas Value	LOINC	Answer	S	LA15043-5	1970-01-01	2099-12-31	
45877868	At risk	Meas Value	LOINC	Answer	S	LA19952-3	1970-01-01	2099-12-31	
45877986	Unknown	Meas Value	LOINC	Answer	S	LA4489-6	1970-01-01	2099-12-31	
45878370	Dx at Autopsy	Meas Value	LOINC	Answer	S	LA3934-2	1970-01-01	2099-12-31	
45880188	Your ancestry or national origin	Meas Value	LOINC	Answer	S	LA15574-9	1970-01-01	2099-12-31	
45882732	At work	Meas Value	LOINC	Answer	S	LA16593-8	1970-01-01	2099-12-31	
45883143	Left	Meas Value	LOINC	Answer	S	LA4585-1	1970-01-01	2099-12-31	
45884169	Baseline	Meas Value	LOINC	Answer	S	LA16758-7	1970-01-01	2099-12-31	
45884746	Hospitalization	Meas Value	LOINC	Answer	S	LA15417-1	1970-01-01	2099-12-31	
45935481	Reason for not enrolling in clinical trial or study	Observation	CIEL	Question		162701	2014-11-10	2099-12-31	
46233680	Patient moved to	Relationship	Relationship	Relationship	S	OMOP5217062	1970-01-01	2099-12-31	
46233681	Patient moved from	Relationship	Relationship	Relationship	S	OMOP5217063	1970-01-01	2099-12-31	
46233682	Diastolic to systolic blood pressure measurement	Relationship	Relationship	Relationship	S	OMOP5217064	1970-01-01	2099-12-31	
46233683	Systolic to diastolic blood pressure measurement	Relationship	Relationship	Relationship	S	OMOP5217065	1970-01-01	2099-12-31	
46233684	Relevant condition of	Relationship	Relationship	Relationship	S	OMOP5217066	1970-01-01	2099-12-31	
46233685	Condition relevant to	Relationship	Relationship	Relationship	S	OMOP5217067	1970-01-01	2099-12-31	
46233688	Care Site is part of Care Site	Relationship	Relationship	Relationship	S	OMOP5217068	1970-01-01	2099-12-31	
46233689	Care Site contains Care Site	Relationship	Relationship	Relationship	S	OMOP5217069	1970-01-01	2099-12-31	
46235134	Information source for data [PCORnet]	Observation	LOINC	Survey	S	75521-5	2015-06-29	2099-12-31	
46235144	Enrollment basis	Observation	LOINC	Survey	S	75531-4	2014-11-21	2099-12-31	
46235213	Sex assigned at birth	Observation	LOINC	Clinical Observation	S	76689-9	2015-03-13	2099-12-31	
46235847	Age at event onset	Observation	LOINC	Clinical Observation	S	75272-5	2014-12-10	2099-12-31	
46235855	Sequence number in substance administration series	Observation	LOINC	Clinical Observation	S	75280-8	2014-11-11	2099-12-31	
46236232	Data collected	Observation	LOINC	Survey	S	77544-5	2015-05-20	2099-12-31	
46236376	Intellectual impairment scale [UPDRS]	Measurement	LOINC	Clinical Observation	S	77686-4	2015-06-12	2099-12-31	
46236377	Thought disorder scale [UPDRS]	Measurement	LOINC	Clinical Observation	S	77687-2	2015-06-12	2099-12-31	
46236378	Depression scale [UPDRS]	Measurement	LOINC	Clinical Observation	S	77688-0	2015-06-12	2099-12-31	
46236379	Motivation or initiative scale [UPDRS]	Measurement	LOINC	Clinical Observation	S	77689-8	2015-06-12	2099-12-31	
46236380	Speech scale [UPDRS]	Measurement	LOINC	Clinical Observation	S	77690-6	2015-06-12	2099-12-31	
46236381	Salivation scale [UPDRS]	Measurement	LOINC	Clinical Observation	S	77691-4	2015-06-12	2099-12-31	
46236382	Swallowing scale [UPDRS]	Measurement	LOINC	Clinical Observation	S	77692-2	2015-06-12	2099-12-31	
46236383	Handwriting scale [UPDRS]	Measurement	LOINC	Clinical Observation	S	77693-0	2015-06-12	2099-12-31	
46236384	Utensils scale [UPDRS]	Measurement	LOINC	Clinical Observation	S	77694-8	2015-06-12	2099-12-31	
46236385	Dressing scale [UPDRS]	Measurement	LOINC	Clinical Observation	S	77695-5	2015-06-12	2099-12-31	
46236386	Hygiene scale [UPDRS]	Measurement	LOINC	Clinical Observation	S	77696-3	2015-06-12	2099-12-31	
46236387	Turning in bed and adjusting bed clothes scale [UPDRS]	Measurement	LOINC	Clinical Observation	S	77697-1	2015-06-12	2099-12-31	
46236388	Fall scale [UPDRS]	Measurement	LOINC	Clinical Observation	S	77698-9	2015-06-12	2099-12-31	
46236389	Walking freeze scale [UPDRS]	Measurement	LOINC	Clinical Observation	S	77699-7	2015-06-12	2099-12-31	
46236390	Walking scale [UPDRS]	Measurement	LOINC	Clinical Observation	S	77700-3	2015-06-12	2099-12-31	
46236391	Tremor scale [UPDRS]	Measurement	LOINC	Clinical Observation	S	77701-1	2015-06-12	2099-12-31	
46236392	Sensory complaints related to parkinsonism scale [UPDRS]	Measurement	LOINC	Clinical Observation	S	77702-9	2015-06-12	2099-12-31	
46236393	Dyskinesia duration per day in the past week [UPDRS]	Observation	LOINC	Clinical Observation	S	77703-7	2015-06-12	2099-12-31	
46236394	Dyskinesia disability in the past week [UPDRS]	Observation	LOINC	Clinical Observation	S	77704-5	2015-06-12	2099-12-31	
46236395	Dyskinesia pain in the past week [UPDRS]	Observation	LOINC	Clinical Observation	S	77705-2	2015-06-12	2099-12-31	
46236396	Early morning dystonia in the past week [UPDRS]	Observation	LOINC	Clinical Observation	S	77706-0	2015-06-12	2099-12-31	
46236397	Predictable off period indicator in the past week [UPDRS]	Observation	LOINC	Clinical Observation	S	77707-8	2015-06-12	2099-12-31	
46236398	Unpredictable off period indicator in the past week [UPDRS]	Observation	LOINC	Clinical Observation	S	77708-6	2015-06-12	2099-12-31	
46236399	Sudden off period indicator in the past week [UPDRS]	Observation	LOINC	Clinical Observation	S	77709-4	2015-06-12	2099-12-31	
46236400	Average proportion of waking day the patient is off in the past week [UPDRS]	Observation	LOINC	Clinical Observation	S	77710-2	2015-06-12	2099-12-31	
46236401	Patient has anorexia, nausea or vomiting in the past week [UPDRS]	Observation	LOINC	Clinical Observation	S	77711-0	2015-06-12	2099-12-31	
46236402	Sleep disturbances indicator in the past week [UPDRS]	Observation	LOINC	Clinical Observation	S	77712-8	2015-06-12	2099-12-31	
46236404	Modified Hoen and Yahr stage [UPDRS]	Observation	LOINC	Clinical Observation	S	77714-4	2015-06-12	2099-12-31	
46236405	Schwab England activities of daily living scale [UPDRS]	Measurement	LOINC	Clinical Observation	S	77715-1	2015-06-12	2099-12-31	
46236408	Mentation, behavior and mood panel [UPDRS]	Measurement	LOINC	Clinical Observation	S	77718-5	2015-06-12	2099-12-31	
46236410	Motor examination panel [UPDRS]	Measurement	LOINC	Clinical Observation	S	77720-1	2015-06-12	2099-12-31	
46236412	Dyskinesias panel [UPDRS]	Measurement	LOINC	Clinical Observation	S	77722-7	2015-06-12	2099-12-31	
46236413	Clinical fluctuations panel [UPDRS]	Measurement	LOINC	Clinical Observation	S	77723-5	2015-06-12	2099-12-31	
46236967	Age at time of case investigation	Observation	LOINC	Survey	S	77998-3	2015-06-17	2099-12-31	
46238155	Vivid dreaming	Meas Value	LOINC	Answer	S	LA23558-2	1970-01-01	2099-12-31	
46270236	Frozen tissue section specimen	Specimen	SNOMED	Specimen	S	16214131000119104	2015-07-31	2099-12-31	
46273534	Epworth Sleepiness Scale	Measurement	SNOMED	Staging / Scales	S	708735004	2015-07-31	2099-12-31	
46286521	Current View Provisional Problem Description item 23 - peer relationship difficulties	Measurement	SNOMED	Staging / Scales	S	987041000000105	2015-10-01	2099-12-31	
2000000101	assay.assay_id	Metadata	CDM Extension	Field		assay.assay_id			
2000000102	file_asset.file_asset_id	Metadata	CDM Extension	Field		file_asset.file_asset_id			
8512	day	Unit	UCUM	Unit	S	d	1970-01-01	2099-12-31	
8582	centimeter	Unit	UCUM	Unit	S	cm	1970-01-01	2099-12-31	
9531	kilogram per square meter	Unit	UCUM	Unit	S	kg/m2	1970-01-01	2099-12-31	
32035	Visit derived from EHR encounter record	Type Concept	Visit Type	Visit Type		OMOP4822480	1970-01-01	2099-12-31	
32817	EHR	Type Concept	Type Concept	Type Concept	S	OMOP4976890	2020-08-20	2099-12-31	
32965	nanogram per microliter	Unit	UCUM	Unit	S	ng/uL	1970-01-01	2099-12-31	
80809	Rheumatoid arthritis	Condition	SNOMED	Disorder	S	69896004	2002-01-31	2099-12-31	
138502	Vitiligo	Condition	SNOMED	Disorder	S	56727007	2002-01-31	2099-12-31	
201826	Type 2 diabetes mellitus	Condition	SNOMED	Disorder	S	44054006	2002-01-31	2099-12-31	
257628	Systemic lupus erythematosus	Condition	SNOMED	Disorder	S	55464009	2002-01-31	2099-12-31	
375415	Injury of head	Condition	SNOMED	Disorder	S	82271004	2002-01-31	2099-12-31	
378143	Encephalitis	Condition	SNOMED	Disorder	S	45170000	2002-01-31	2099-12-31	
380378	Epilepsy	Condition	SNOMED	Disorder	S	84757009	2002-01-31	2099-12-31	
439664	Relationship problem	Observation	SNOMED	Clinical Finding	S	160822004	2002-01-31	2099-12-31	
443340	Neuroleptic adverse reaction	Observation	SNOMED	Disorder	S	292371003	2002-01-31	2099-12-31	
619635	Alcoholic beverage intake	Observation	SNOMED	Observable Entity	S	897148007	2021-01-31	2099-12-31	
720870	milliliter per minute per 1.73 square meter	Unit	UCUM	Unit	S	mL/min/(173.10*-2.m2)	2022-04-07	2099-12-31	
756265	OMOP CDM Version 5.4.0	Metadata	CDM	CDM	S	CDM v5.4.0	2021-09-25	2099-12-31	
1091074	Date and time of last update of data	Observation	LOINC	Clinical Observation	S	106177-9	2024-08-06	2099-12-31	
3012697	History of Tobacco use	Observation	LOINC	Clinical Observation	S	11367-0	1997-07-31	2099-12-31	
3046374	Neurological diseases or conditions Set	Observation	LOINC	Survey	S	46023-8	1970-01-01	2099-12-31	
3187945	Neuropathology observable entity	Observation	Nebraska Lexicon	Observable Entity	S	860301000004107	2019-03-26	2099-12-31	
4002227	Specimen from brain	Specimen	SNOMED	Specimen	S	119398007	2002-01-31	2099-12-31	
4011536	B lymphocyte	Spec Anatomic Site	SNOMED	Body Structure	S	112130006	2002-01-31	2099-12-31	
4012679	Response to memory test for present place	Observation	SNOMED	Observable Entity	S	165285009	2002-01-31	2099-12-31	
4012956	Response to memory test for present month	Observation	SNOMED	Observable Entity	S	165294003	2002-01-31	2099-12-31	
4013819	Response to memory test for present time	Observation	SNOMED	Observable Entity	S	165282007	2002-01-31	2099-12-31	
4066738	Skin structure of lateral margin of forearm	Spec Anatomic Site	SNOMED	Body Structure	S	20086004	2002-01-31	2099-12-31	
4076654	Memory lapses	Condition	SNOMED	Clinical Finding	S	225038006	2002-01-31	2099-12-31	
4086495	Keeps falling asleep	Observation	SNOMED	Clinical Finding	S	248219002	2002-01-31	2099-12-31	
4107185	Diagnosis interpretation	Observation	SNOMED	Observable Entity	S	282291009	2002-01-31	2099-12-31	
4114720	Difficulty talking	Condition	SNOMED	Clinical Finding	S	286378009	2002-01-31	2099-12-31	
4117364	Level of anxiety	Observation	SNOMED	Clinical Finding	S	286644009	2002-01-31	2099-12-31	
4124259	Cerebrospinal fluid specimen	Specimen	SNOMED	Specimen	S	258450006	2002-01-31	2099-12-31	
4126631	Parkinsonian features	Observation	SNOMED	Clinical Finding	S	304535004	2002-01-31	2099-12-31	
4133034	Brain structure	Spec Anatomic Site	SNOMED	Body Structure	S	12738006	2002-01-31	2099-12-31	
4141652	Medication commenced	Observation	SNOMED	Context-dependent	S	266709005	2002-01-31	2099-12-31	
4153986	Ability to remember day of the week	Observation	SNOMED	Observable Entity	S	283894000	2002-01-31	2099-12-31	
4171755	>=	Meas Value Operator	SNOMED	Qualifier Value	S	276138003	2002-01-31	2099-12-31	
4186430	Neuron	Spec Anatomic Site	SNOMED	Body Structure	S	47220008	2002-01-31	2099-12-31	
4200843	Fibroblast	Spec Anatomic Site	SNOMED	Body Structure	S	52547004	2002-01-31	2099-12-31	
4204184	Skin biopsy specimen	Specimen	SNOMED	Specimen	S	309066003	2002-01-31	2099-12-31	
4208122	Monocyte	Spec Anatomic Site	SNOMED	Body Structure	S	55918008	2002-01-31	2099-12-31	
4220362	Ex-drinker	Observation	SNOMED	Clinical Finding	S	82581004	2002-01-31	2099-12-31	
4224159	Has method	Observation	SNOMED	Qualifier Value	S	84203001	2002-01-31	2099-12-31	
4229415	Peripheral blood mononuclear cell	Spec Anatomic Site	SNOMED	Body Structure	S	404798000	2004-01-31	2099-12-31	
4238820	T lymphocyte	Spec Anatomic Site	SNOMED	Body Structure	S	57184004	2002-01-31	2099-12-31	
4271761	Ethnic group	Observation	SNOMED	Observable Entity	S	364699009	2002-01-31	2099-12-31	
4272035	Microgliocyte	Spec Anatomic Site	SNOMED	Body Structure	S	63483002	2002-01-31	2099-12-31	
4280654	Necrosis	Observation	SNOMED	Morph Abnormality	S	6574001	2002-01-31	2099-12-31	
4301136	Astrocyte	Spec Anatomic Site	SNOMED	Body Structure	S	78399007	2002-01-31	2099-12-31	
4307852	Structure of hippocampal formation	Spec Anatomic Site	SNOMED	Body Structure	S	422867004	2007-01-31	2099-12-31	
4309809	Centrifugation	Procedure	SNOMED	Procedure	S	85457002	2002-01-31	2099-12-31	
4319906	Dyskinesia	Condition	SNOMED	Clinical Finding	S	9748009	2002-01-31	2099-12-31	
4321537	Substantia nigra structure	Spec Anatomic Site	SNOMED	Body Structure	S	70007007	2002-01-31	2099-12-31	
4334503	Tissue section	Specimen	SNOMED	Specimen	S	430856003	2008-07-31	2099-12-31	
21491926	History of cerebrovascular accident	Observation	LOINC	Clinical Observation	S	78925-5	2016-06-24	2099-12-31	
21494460	Ability to concentrate	Observation	LOINC	Clinical Observation	S	80298-3	2016-06-24	2099-12-31	
40767199	Has anyone noticed that you quit breathing during your sleep [PhenX]	Observation	LOINC	Clinical Observation	S	64491-4	2011-04-20	2099-12-31	
40767223	While your child sleeps, have you seen repeated kicks or jerks of the legs at regular intervals - about every 20 to 40S [PhenX]	Observation	LOINC	Clinical Observation	S	64515-0	2011-04-20	2099-12-31	
40767237	Has your child ever walked during sleep - sleep walking [PhenX]	Observation	LOINC	Clinical Observation	S	64529-1	2011-04-20	2099-12-31	
40768330	Alternatively pronate and supinate left hand - 10 times [PhenX]	Observation	LOINC	Clinical Observation	S	65639-7	2011-05-05	2099-12-31	
40768388	Rapid alternating hand movements - right	Observation	LOINC	Clinical Observation	S	65699-1	2011-05-05	2099-12-31	
40768389	Rapid alternating hand movements - left	Observation	LOINC	Clinical Observation	S	65700-7	2011-05-05	2099-12-31	
40768776	Do you get muscle cramps in your legs or feet [PhenX]	Observation	LOINC	Clinical Observation	S	66093-6	2011-05-27	2099-12-31	
40770700	Lately, because of my illness, I felt embarrassed in social situations [NeuroQol]	Observation	LOINC	Survey	S	68104-9	2011-08-31	2099-12-31	
42528777	Clinical data [Date and Time Range]	Observation	LOINC	Clinical Observation	S	82607-3	2017-02-21	2099-12-31	
42529257	Respondent type	Observation	LOINC	Survey	S	83129-7	2017-02-21	2099-12-31	
42868862	I avoid going out to eat because of my illness in the past 7 days [FACIT]	Observation	LOINC	Survey	S	70391-8	2012-03-02	2099-12-31	
42869237	I have had trouble saying what I mean in conversations with others in the past 7 days [FACIT]	Observation	LOINC	Survey	S	70769-5	2012-03-08	2099-12-31	
44804308	Research method	Observation	SNOMED	Qualifier Value	S	725021000000105	2010-10-01	2099-12-31	
45765892	Ribonucleic acid extraction technique	Observation	SNOMED	Qualifier Value	S	702944000	2014-07-31	2099-12-31	
46235617	Over the past week, are you able to dress yourself, including shoelaces and buttons [HAQ]	Observation	LOINC	Survey	S	75820-1	2014-11-11	2099-12-31	
46236411	Complications of therapy panel in the past week [UPDRS]	Measurement	LOINC	Clinical Observation	S	77721-9	2015-06-12	2099-12-31	
